operationId,nn_distance,description
PostCoupons,0.2804078842888533,"You can create coupons easily via the coupon management page of the Stripe dashboard. Coupon creation is also accessible via the API if you need to create coupons on the fly. A coupon has either a percent_off or an amount_off and currency. If you set an amount_off, that amount will be subtracted from any invoice’s subtotal. For example, an invoice with a subtotal of 100 will have a final total of 0 if a coupon with an amount_off of 200 is applied to it and an invoice with a subtotal of 300 will have a final total of 100 if a coupon with an amount_off of 200 is applied to it."
DeleteCouponsCoupon,0.2804078842888533,"You can delete coupons via the coupon management page of the Stripe dashboard. However, deleting a coupon does not affect any customers who have already applied the coupon; it means that new customers can’t redeem the coupon. You can also delete coupons via the API."
PostTerminalReaders,0.2800431899637792,Creates a new Reader object.
PostInvoicesInvoiceLinesLineItemId,0.2796405469355051,"Updates an invoice’s line item. Some fields, such as tax_amounts, only live on the invoice line item, so they can only be updated through this endpoint. Other fields, such as amount, live on both the invoice item and the invoice line item, so updates on this endpoint will propagate to the invoice item as well. Updating an invoice’s line item is only possible before the invoice is finalized."
PostPaymentMethodsPaymentMethod,0.2795074387509011,Updates a PaymentMethod object. A PaymentMethod must be attached to a customer to be updated.
PostPaymentMethodsPaymentMethodDetach,0.2795074387509011,"Detaches a PaymentMethod object from a Customer. After a PaymentMethod is detached, it can no longer be used for a payment or re-attached to a Customer."
PostCustomersCustomerBalanceTransactions,0.2794259645293584,Creates an immutable transaction that updates the customer’s credit balance.
PostCustomersCustomerBalanceTransactionsTransaction,0.2794259645293584,"Most credit balance transaction fields are immutable, but you may update its description and metadata."
PostBillingPortalSessions,0.2794177684159055,Creates a session of the customer portal.
DeleteTestHelpersTestClocksTestClock,0.27914297932866805,Deletes a test clock.
PostPayouts,0.27893490196394877,"To send funds to your own bank account, create a new payout object. Your Stripe balance must cover the payout amount. If it doesn’t, you receive an “Insufficient Funds” error. If your API key is in test mode, money won’t actually be sent, though every other action occurs as if you’re in live mode. If you create a manual payout on a Stripe account that uses multiple payment source types, you need to specify the source type balance that the payout draws from. The balance object details available and pending amounts by source type."
PostTransfers,0.27893490196394877,"To send funds from your Stripe account to a connected account, you create a new transfer object. Your Stripe balance must be able to cover the transfer amount, or you’ll receive an “Insufficient Funds” error."
GetClimateProductsProduct,0.2788217438992223,Retrieves the details of a Climate product with the given ID.
GetBillingAlerts,0.27859188637073184,Lists billing active and inactive alerts
GetBillingAlertsId,0.27859188637073184,Retrieves a billing alert given an ID
GetApplicationFees,0.2762258006322643,"Returns a list of application fees you’ve previously collected. The application fees are returned in sorted order, with the most recent fees appearing first."
GetAppsSecrets,0.2740198408934643,List all secrets stored on the given scope.
PostAccountsAccount,0.2738968785986454,"Updates a connected account by setting the values of the parameters passed. Any parameters not provided are left unchanged. For accounts where controller.requirement_collection is application, which includes Custom accounts, you can update any information on the account. For accounts where controller.requirement_collection is stripe, which includes Standard and Express accounts, you can update all information until you create an Account Link or Account Session to start Connect onboarding, after which some properties can no longer be updated. To update your own account, use the Dashboard. Refer to our Connect documentation to learn more about updating accounts."
GetCustomersCustomerDiscount,0.27270737323382577,
PostTerminalLocations,0.2725597263022942,"Creates a new Location object. For further details, including which address fields are required in each country, see the Manage locations guide."
PostTerminalLocationsLocation,0.2725597263022942,Updates a Location object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.
PostAppsSecretsDelete,0.2718544661134842,Deletes a secret from the secret store by name and scope.
GetAppsSecretsFind,0.2718544661134842,Finds a secret in the secret store by name and scope.
GetFileLinks,0.27125364399045426,Returns a list of file links.
GetFileLinksLink,0.27125364399045426,Retrieves the file link with the given ID.
PostSubscriptionSchedules,0.2699322663601479,Creates a new subscription schedule object. Each customer can have up to 500 active or scheduled subscriptions.
PostSubscriptionSchedulesSchedule,0.2699322663601479,Updates an existing subscription schedule.
PostSubscriptionItems,0.2689044818173224,Adds a new item to an existing subscription. No existing items will be changed or replaced.
PostSubscriptionItemsItem,0.2689044818173224,Updates the plan or quantity of an item on a current subscription.
DeleteTerminalConfigurationsConfiguration,0.2665752906758222,Deletes a Configuration object.
PostCustomersCustomerCashBalance,0.26567391004152474,Changes the settings on a customer’s cash balance.
GetWebhookEndpoints,0.2656508900361344,Returns a list of your webhook endpoints.
GetWebhookEndpointsWebhookEndpoint,0.2656508900361344,Retrieves the webhook endpoint with the given ID.
PostShippingRates,0.263115654378264,Creates a new shipping rate object.
PostShippingRatesShippingRateToken,0.263115654378264,Updates an existing shipping rate object.
PostInvoicesInvoice,0.26309891423833487,"Draft invoices are fully editable. Once an invoice is finalized, monetary values, as well as collection_method, become uneditable. If you would like to stop the Stripe Billing engine from automatically finalizing, reattempting payments on, sending reminders for, or automatically reconciling invoices, pass auto_advance=false."
PostInvoicesInvoiceFinalize,0.26309891423833487,"Stripe automatically finalizes drafts before sending and attempting payment on invoices. However, if you’d like to finalize a draft invoice manually, you can do so using this method."
GetSubscriptionItems,0.26286160788194035,Returns a list of your subscription items for a given subscription.
GetSubscriptionItemsItem,0.26286160788194035,Retrieves the subscription item with the given ID.
PostSetupIntentsIntent,0.2627313052391753,Updates a SetupIntent object.
PostAccountsAccountCapabilitiesCapability,0.2626874428816519,Updates an existing Account Capability. Request or remove a capability by updating its requested parameter.
GetInvoicesInvoiceLines,0.2621770735104526,"When retrieving an invoice, you’ll get a lines property containing the total count of line items and the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items."
GetCountrySpecs,0.26200180635823733,Lists all Country Spec objects available in the API.
GetCountrySpecsCountry,0.26200180635823733,Returns a Country Spec for a given Country code.
PostTaxRegistrations,0.26088721774275414,Creates a new Tax Registration object.
PostTaxRegistrationsId,0.26088721774275414,Updates an existing Tax Registration object. A registration cannot be deleted after it has been created. If you wish to end a registration you may do so by setting expires_at.
PostTestHelpersIssuingTransactionsCreateUnlinkedRefund,0.2601289032769799,"Allows the user to refund an arbitrary amount, also known as a unlinked refund."
PostTestHelpersIssuingTransactionsTransactionRefund,0.2601289032769799,Refund a test-mode Transaction.
GetPaymentLinksPaymentLinkLineItems,0.25987994694722905,"When retrieving a payment link, there is an includable line_items property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items."
GetPaymentIntentsIntent,0.25909501796960155,"Retrieves the details of a PaymentIntent that has previously been created. You can retrieve a PaymentIntent client-side using a publishable key when the client_secret is in the query string. If you retrieve a PaymentIntent with a publishable key, it only returns a subset of properties. Refer to the payment intent object reference for more details."
GetSetupIntentsIntent,0.25909501796960155,"Retrieves the details of a SetupIntent that has previously been created. Client-side retrieval using a publishable key is allowed when the client_secret is provided in the query string. When retrieved with a publishable key, only a subset of properties will be returned. Please refer to the SetupIntent object reference for more details."
PostTransfersTransfer,0.258676637841494,Updates the specified transfer by setting the values of the parameters passed. Any parameters not provided will be left unchanged. This request accepts only metadata as an argument.
PostTransfersTransferReversalsId,0.258676637841494,Updates the specified reversal by setting the values of the parameters passed. Any parameters not provided will be left unchanged. This request only accepts metadata and description as arguments.
GetPromotionCodes,0.257506073667205,Returns a list of your promotion codes.
GetPromotionCodesPromotionCode,0.257506073667205,Retrieves the promotion code with the given ID. In order to retrieve a promotion code by the customer-facing code use list with the desired code.
GetClimateProducts,0.25682233943831756,Lists all available Climate product objects.
PostTreasuryOutboundPaymentsIdCancel,0.2523211221763255,Cancel an OutboundPayment.
PostRadarValueListItems,0.25214460521220416,"Creates a new ValueListItem object, which is added to the specified parent value list."
PostRadarValueLists,0.25214460521220416,"Creates a new ValueList object, which can then be referenced in rules."
PostChargesChargeCapture,0.25018128350964697,"Capture the payment of an existing, uncaptured charge that was created with the capture option set to false. Uncaptured payments expire a set number of days after they are created (7 by default), after which they are marked as refunded and capture attempts will fail. Don’t use this method to capture a PaymentIntent-initiated charge. Use Capture a PaymentIntent."
DeleteTerminalReadersReader,0.250168312120867,Deletes a Reader object.
GetTreasuryTransactionsId,0.2473985645573208,Retrieves the details of an existing Transaction.
PostIssuingAuthorizationsAuthorization,0.24686209681399462,Updates the specified Issuing Authorization object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.
PostTestHelpersIssuingAuthorizationsAuthorizationReverse,0.24628540609031935,Reverse a test-mode Authorization.
PostIssuingSettlementsSettlement,0.24522013798620634,Updates the specified Issuing Settlement object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.
PostTransfersIdReversals,0.24232462578649372,"When you create a new reversal, you must specify a transfer to create it on. When reversing transfers, you can optionally reverse part of the transfer. You can do so as many times as you wish until the entire transfer has been reversed. Once entirely reversed, a transfer can’t be reversed again. This method will return an error when called on an already-reversed transfer, or when trying to reverse more money than is left on a transfer."
GetTestHelpersTestClocks,0.2421599732704427,Returns a list of your test clocks.
GetTestHelpersTestClocksTestClock,0.2421599732704427,Retrieves a test clock.
GetTaxCalculationsCalculation,0.23893811666725362,"Retrieves a Tax Calculation object, if the calculation hasn’t expired."
GetTaxCalculationsCalculationLineItems,0.23893811666725362,"Retrieves the line items of a tax calculation as a collection, if the calculation hasn’t expired."
GetCustomersCustomerCashBalance,0.23791330766183483,Retrieves a customer’s cash balance.
GetExchangeRates,0.2368017435061417,[Deprecated] The ExchangeRate APIs are deprecated. Please use the FX Quotes API instead. Returns a list of objects that contain the rates at which foreign currencies are converted to one another. Only shows the currencies for which Stripe supports.
GetExchangeRatesRateId,0.2368017435061417,[Deprecated] The ExchangeRate APIs are deprecated. Please use the FX Quotes API instead. Retrieves the exchange rates from the given currency to every supported currency.
PostSetupIntents,0.23564582459478345,"Creates a SetupIntent object. After you create the SetupIntent, attach a payment method and confirm it to collect any required permissions to charge the payment method later."
PostTestHelpersIssuingPersonalizationDesignsPersonalizationDesignReject,0.234927476969225,Updates the status of the specified testmode personalization design object to rejected.
PostBillingMetersId,0.23389868283162596,Updates a billing meter.
PostTestHelpersIssuingAuthorizationsAuthorizationIncrement,0.2317037491866768,Increment a test-mode Authorization.
PostProductsProductFeatures,0.23097845980231158,"Creates a product_feature, which represents a feature attachment to a product"
PostTaxRates,0.23069793547542305,Creates a new tax rate.
PostTaxRatesTaxRate,0.23069793547542305,Updates an existing tax rate.
PostTestHelpersIssuingAuthorizationsAuthorizationExpire,0.2304970882129933,Expire a test-mode Authorization.
DeleteProductsProductFeaturesId,0.22999007419001205,Deletes the feature attachment to a product
GetCustomersCustomerSubscriptionsSubscriptionExposedIdDiscount,0.22977972367693034,
GetIdentityVerificationReports,0.22944175775371045,List all verification reports.
GetIdentityVerificationReportsReport,0.22944175775371045,Retrieves an existing VerificationReport
PostBillingMetersIdDeactivate,0.22796422078125156,"When a meter is deactivated, no more meter events will be accepted for this meter. You can’t attach a deactivated meter to a price."
PostBillingMetersIdReactivate,0.22796422078125156,"When a meter is reactivated, events for this meter can be accepted and you can attach the meter to a price."
PostBillingPortalConfigurations,0.22777762709214855,Creates a configuration that describes the functionality and behavior of a PortalSession
PostBillingPortalConfigurationsConfiguration,0.22777762709214855,Updates a configuration that describes the functionality of the customer portal.
GetClimateOrders,0.22768461465643697,"Lists all Climate order objects. The orders are returned sorted by creation date, with the most recently created orders appearing first."
GetClimateOrdersOrder,0.22768461465643697,Retrieves the details of a Climate order object with the given ID.
GetApplicationFeesId,0.2276691035092816,Retrieves the details of an application fee that your account has collected. The same information is returned when refunding the application fee.
PostInvoiceRenderingTemplatesTemplateArchive,0.22571387830128897,"Updates the status of an invoice rendering template to ‘archived’ so no new Stripe objects (customers, invoices, etc.) can reference it. The template can also no longer be updated. However, if the template is already set on a Stripe object, it will continue to be applied on invoices generated by it."
PostInvoiceRenderingTemplatesTemplateUnarchive,0.22571387830128897,Unarchive an invoice rendering template so it can be used on new Stripe objects again.
GetInvoicePaymentsInvoicePayment,0.22466969219909427,Retrieves the invoice payment with the given ID.
PostCheckoutSessionsSession,0.22362455721184005,Updates a Checkout Session object. Related guide: Dynamically update Checkout
GetIssuingAuthorizations,0.22332507263819168,"Returns a list of Issuing Authorization objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first."
GetIssuingAuthorizationsAuthorization,0.22332507263819168,Retrieves an Issuing Authorization object.
GetTreasuryCreditReversalsCreditReversal,0.22215450106831336,Retrieves the details of an existing CreditReversal by passing the unique CreditReversal ID from either the CreditReversal creation request or CreditReversal list
PostInvoicesInvoicePay,0.22193421125850932,"Stripe automatically creates and then attempts to collect payment on invoices for customers on subscriptions according to your subscriptions settings. However, if you’d like to attempt payment on an invoice out of the normal collection schedule or for some other reason, you can do so."
PostInvoicesInvoiceSend,0.22193421125850932,"Stripe will automatically send invoices to customers according to your subscriptions settings. However, if you’d like to manually send an invoice to your customer out of the normal schedule, you can do so. When sending invoices that have already been paid, there will be no reference to the payment in the email. Requests made in test-mode result in no emails being sent, despite sending an invoice.sent event."
PostTreasuryInboundTransfersInboundTransferCancel,0.2200656484672544,Cancels an InboundTransfer.
PostTreasuryOutboundTransfersOutboundTransferCancel,0.2200656484672544,An OutboundTransfer can be canceled if the funds have not yet been paid out.
GetTaxIds,0.2197238582461134,Returns a list of tax IDs.
PostPaymentIntentsIntentCapture,0.219278285291846,Capture the funds of an existing uncaptured PaymentIntent when its status is requires_capture. Uncaptured PaymentIntents are cancelled a set number of days (7 by default) after their creation. Learn more about separate authorization and capture.
GetIssuingTransactionsTransaction,0.21890999641874986,Retrieves an Issuing Transaction object.
GetPaymentIntentsSearch,0.21850326299010403,"Search for PaymentIntents you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India."
GetSetupAttempts,0.21807960827858386,Returns a list of SetupAttempts that associate with a provided SetupIntent.
GetSetupIntents,0.21807960827858386,Returns a list of SetupIntents.
GetCustomersCustomerPaymentMethods,0.21788876698632476,Returns a list of PaymentMethods for a given Customer
GetCustomersCustomerPaymentMethodsPaymentMethod,0.21788876698632476,Retrieves a PaymentMethod object for a given Customer.
PostTreasuryFinancialAccountsFinancialAccount,0.2162050337058069,Updates the details of a FinancialAccount.
GetCustomersCustomerTaxIds,0.21611310404290984,Returns a list of tax IDs for a customer.
PostTestHelpersTerminalReadersReaderSucceedInputCollection,0.21386530804105452,Use this endpoint to trigger a successful input collection on a simulated reader.
PostTestHelpersTerminalReadersReaderTimeoutInputCollection,0.21386530804105452,Use this endpoint to complete an input collection with a timeout error on a simulated reader.
GetCustomersCustomerCardsId,0.21314964303305828,You can always see the 10 most recent cards directly on a customer; this method lets you retrieve details about a specific card stored on the customer.
GetCustomersCustomerTaxIdsId,0.21310439270397008,Retrieves the tax_id object with the given identifier.
PostTestHelpersIssuingSettlements,0.21265898989330811,Allows the user to create an Issuing settlement.
PostTestHelpersIssuingSettlementsSettlementComplete,0.21265898989330811,Allows the user to mark an Issuing settlement as complete.
GetTaxIdsId,0.21229788978728903,Retrieves an account or customer tax_id object.
PostPaymentIntents,0.2116553462255193,"Creates a PaymentIntent object. After the PaymentIntent is created, attach a payment method and confirm to continue the payment. Learn more about the available payment flows with the Payment Intents API. When you use confirm=true during creation, it’s equivalent to creating and confirming the PaymentIntent in the same call. You can use any parameters available in the confirm API when you supply confirm=true."
PostPaymentIntentsIntent,0.2116553462255193,"Updates properties on a PaymentIntent object without confirming. Depending on which properties you update, you might need to confirm the PaymentIntent again. For example, updating the payment_method always requires you to confirm the PaymentIntent again. If you prefer to update and confirm at the same time, we recommend updating properties through the confirm API instead."
PostIssuingPersonalizationDesigns,0.2112994704883081,Creates a personalization design object.
PostIssuingPersonalizationDesignsPersonalizationDesign,0.2112994704883081,Updates a card personalization object.
PostIssuingTransactionsTransaction,0.21124940511672508,Updates the specified Issuing Transaction object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.
GetTreasuryFinancialAccounts,0.2101700545849886,Returns a list of FinancialAccounts.
PostBillingAlertsIdActivate,0.21013801208274652,"Reactivates this alert, allowing it to trigger again."
PostBillingAlertsIdDeactivate,0.21013801208274652,"Deactivates this alert, preventing it from triggering."
GetInvoiceitemsInvoiceitem,0.2099478020965697,Retrieves the invoice item with the given ID.
GetInvoicesInvoice,0.2099478020965697,Retrieves the invoice with the given ID.
GetChargesChargeRefunds,0.20908647148899817,"You can see a list of the refunds belonging to a specific charge. Note that the 10 most recent refunds are always available by default on the charge object. If you need more than those 10, you can use this API method and the limit and starting_after parameters to page through additional refunds."
GetRefunds,0.20908647148899817,"Returns a list of all refunds you created. We return the refunds in sorted order, with the most recent refunds appearing first. The 10 most recent refunds are always available by default on the Charge object."
PostBillingCreditGrantsIdExpire,0.20902460354710306,Expires a credit grant.
GetFinancialConnectionsTransactionsTransaction,0.2088861570854289,Retrieves the details of a Financial Connections Transaction
GetAccountsAccountExternalAccounts,0.20863335138781847,List external accounts for an account.
PostApplicationFeesFeeRefundsId,0.20809825149065975,Updates the specified application fee refund by setting the values of the parameters passed. Any parameters not provided will be left unchanged. This request only accepts metadata as an argument.
PostRefundsRefund,0.20809825149065975,Updates the refund that you specify by setting the values of the passed parameters. Any parameters that you don’t provide remain unchanged. This request only accepts metadata as an argument.
GetIssuingPersonalizationDesigns,0.2078157004273179,"Returns a list of personalization design objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first."
GetIssuingPersonalizationDesignsPersonalizationDesign,0.2078157004273179,Retrieves a personalization design object.
GetIssuingTransactions,0.20644226684169886,"Returns a list of Issuing Transaction objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first."
GetCustomersCustomerCards,0.20581134535004275,"You can see a list of the cards belonging to a customer. Note that the 10 most recent sources are always available on the Customer object. If you need more than those 10, you can use this API method and the limit and starting_after parameters to page through additional cards."
PostTerminalReadersReaderConfirmPaymentIntent,0.20312672403925924,Finalizes a payment on a Reader.
GetProductsProductFeatures,0.20193231615145535,Retrieve a list of features for a product
GetProductsProductFeaturesId,0.20193231615145535,"Retrieves a product_feature, which represents a feature attachment to a product"
PostPaymentLinks,0.20143218644900596,Creates a payment link.
PostPaymentLinksPaymentLink,0.20143218644900596,Updates a payment link.
GetRadarEarlyFraudWarnings,0.2011773283925784,Returns a list of early fraud warnings.
GetRadarEarlyFraudWarningsEarlyFraudWarning,0.2011773283925784,Retrieves the details of an early fraud warning that has previously been created. Please refer to the early fraud warning object reference for more details.
GetIssuingDisputes,0.1999566606290648,"Returns a list of Issuing Dispute objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first."
GetIssuingDisputesDispute,0.1999566606290648,Retrieves an Issuing Dispute object.
GetEntitlementsActiveEntitlements,0.1982673968043258,Retrieve a list of active entitlements for a customer
GetEntitlementsActiveEntitlementsId,0.1982673968043258,Retrieve an active entitlement
GetTreasuryInboundTransfersId,0.19719223932622454,Retrieves the details of an existing InboundTransfer.
PostCustomersCustomerTaxIds,0.19718524664392978,Creates a new tax_id object for a customer.
PostTaxIds,0.19718524664392978,Creates a new account or customer tax_id object.
PostTerminalReadersReaderProcessSetupIntent,0.19676758470394018,Initiates a setup intent flow on a Reader.
GetTreasuryFinancialAccountsFinancialAccount,0.19664450082722384,Retrieves the details of a FinancialAccount.
GetBillingMeters,0.19609430120567561,Retrieve a list of billing meters.
GetBillingMetersId,0.19609430120567561,Retrieves a billing meter given an ID.
GetCustomersCustomerBankAccounts,0.1958713850387478,"You can see a list of the bank accounts belonging to a Customer. Note that the 10 most recent sources are always available by default on the Customer. If you need more than those 10, you can use this API method and the limit and starting_after parameters to page through additional bank accounts."
GetCustomersCustomerBankAccountsId,0.1958713850387478,"By default, you can see the 10 most recent sources stored on a Customer directly on the object, but you can also retrieve details about a specific bank account stored on the Stripe account."
GetAccountsAccountCapabilities,0.19525962234755412,"Returns a list of capabilities associated with the account. The capabilities are returned sorted by creation date, with the most recent capability appearing first."
GetAccountsAccountCapabilitiesCapability,0.19525962234755412,Retrieves information about the specified Account Capability.
DeleteApplePayDomainsDomain,0.1933123969440278,Delete an apple pay domain.
GetCheckoutSessions,0.1931660432849065,Returns a list of Checkout Sessions.
PostBillingCreditGrantsIdVoid,0.1923535050351125,Voids a credit grant.
PostPaymentIntentsIntentConfirm,0.19144539166402086,"Confirm that your customer intends to pay with current or provided payment method. Upon confirmation, the PaymentIntent will attempt to initiate a payment. If the selected payment method requires additional authentication steps, the PaymentIntent will transition to the requires_action status and suggest additional actions via next_action. If payment fails, the PaymentIntent transitions to the requires_payment_method status or the canceled status if the confirmation limit is reached. If payment succeeds, the PaymentIntent will transition to the succeeded status (or requires_capture, if capture_method is set to manual). If the confirmation_method is automatic, payment may be attempted using our client SDKs and the PaymentIntent’s client_secret. After next_actions are handled by the client, no additional confirmation is required to complete the payment. If the confirmation_method is manual, all payment attempts must be initiated using a secret key. If any actions are required for the payment, the PaymentIntent will return to the requires_confirmation state after those actions are completed. Your server needs to then explicitly re-confirm the PaymentIntent to initiate the next payment attempt. There is a variable upper limit on how many times a PaymentIntent can be confirmed. After this limit is reached, any further calls to this endpoint will transition the PaymentIntent to the canceled state."
PostSetupIntentsIntentConfirm,0.19144539166402086,"Confirm that your customer intends to set up the current or provided payment method. For example, you would confirm a SetupIntent when a customer hits the “Save” button on a payment method management page on your website. If the selected payment method does not require any additional steps from the customer, the SetupIntent will transition to the succeeded status. Otherwise, it will transition to the requires_action status and suggest additional actions via next_action. If setup fails, the SetupIntent will transition to the requires_payment_method status or the canceled status if the confirmation limit is reached."
DeleteCustomersCustomerDiscount,0.19048051072216454,Removes the currently applied discount on a customer.
PostApplePayDomains,0.18810539861640874,Create an apple pay domain.
PostTestHelpersTreasuryInboundTransfersIdReturn,0.18722121321617813,Marks the test mode InboundTransfer object as returned and links the InboundTransfer to a ReceivedDebit. The InboundTransfer must already be in the succeeded state.
GetSubscriptionsSearch,0.18690868590117482,"Search for subscriptions you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India."
PostTestHelpersIssuingCardsCardShippingSubmit,0.1868059870624329,Updates the shipping status of the specified Issuing Card object to submitted. This method requires Stripe Version ‘2024-09-30.acacia’ or later.
PostCheckoutSessions,0.18634020896559056,Creates a Checkout Session object.
GetCheckoutSessionsSession,0.18634020896559056,Retrieves a Checkout Session object.
GetPaymentLinks,0.1838480647751506,Returns a list of your payment links.
GetPaymentLinksPaymentLink,0.1838480647751506,Retrieve a payment link.
GetQuotesQuoteComputedUpfrontLineItems,0.18294564272181613,"When retrieving a quote, there is an includable computed.upfront.line_items property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of upfront line items."
GetQuotesQuoteLineItems,0.18294564272181613,"When retrieving a quote, there is an includable line_items property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items."
GetChargesChargeRefundsRefund,0.18097081774502077,Retrieves the details of an existing refund.
GetRefundsRefund,0.18097081774502077,Retrieves the details of an existing refund.
GetIssuingTokens,0.18030466211770402,Lists all Issuing Token objects for a given card.
GetIssuingTokensToken,0.18030466211770402,Retrieves an Issuing Token object.
PostPaymentMethodDomains,0.17788227545131075,Creates a payment method domain.
PostPaymentMethodDomainsPaymentMethodDomain,0.17788227545131075,Updates an existing payment method domain.
PostPaymentMethodConfigurations,0.17727544662896244,Creates a payment method configuration
PostPaymentMethodConfigurationsConfiguration,0.17727544662896244,Update payment method configuration
GetTreasuryTransactions,0.1768431767494847,Retrieves a list of Transaction objects.
GetTreasuryFinancialAccountsFinancialAccountFeatures,0.1768404044349977,Retrieves Features information associated with the FinancialAccount.
PostTreasuryFinancialAccountsFinancialAccountFeatures,0.1768404044349977,Updates the Features associated with a FinancialAccount.
GetRadarValueListItemsItem,0.1761843120496147,Retrieves a ValueListItem object.
GetTreasuryReceivedCreditsId,0.17365404058671952,Retrieves the details of an existing ReceivedCredit by passing the unique ReceivedCredit ID from the ReceivedCredit list.
GetTreasuryReceivedDebitsId,0.17365404058671952,Retrieves the details of an existing ReceivedDebit by passing the unique ReceivedDebit ID from the ReceivedDebit list
GetTreasuryReceivedCredits,0.1726867605166167,Returns a list of ReceivedCredits.
GetTreasuryReceivedDebits,0.1726867605166167,Returns a list of ReceivedDebits.
GetSigmaScheduledQueryRuns,0.17239995399173502,Returns a list of scheduled query runs.
GetSigmaScheduledQueryRunsScheduledQueryRun,0.17239995399173502,Retrieves the details of an scheduled query run.
GetForwardingRequests,0.17230914528111774,Lists all ForwardingRequest objects.
GetForwardingRequestsId,0.17230914528111774,Retrieves a ForwardingRequest object.
DeleteCustomersCustomerSourcesId,0.17140895831563296,Delete a specified source for a given customer.
DeleteCustomersCustomerBankAccountsId,0.17110269106383047,Delete a specified source for a given customer.
DeleteCustomersCustomerCardsId,0.17110269106383047,Delete a specified source for a given customer.
GetChargesSearch,0.17103937906059463,"Search for charges you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India."
PostBillingMeterEventAdjustments,0.17090778038912224,Creates a billing meter event adjustment.
PostQuotes,0.17045311869400626,"A quote models prices and services for a customer. Default options for header, description, footer, and expires_at can be set in the dashboard via the quote template."
PostQuotesQuote,0.17045311869400626,A quote models prices and services for a customer.
DeleteRadarValueListItemsItem,0.17038800086188588,"Deletes a ValueListItem object, removing it from its parent value list."
DeleteRadarValueListsValueList,0.17038800086188588,"Deletes a ValueList object, also deleting any items contained within the value list. To be deleted, a value list must not be referenced in any rules."
PostPaymentIntentsIntentCancel,0.16965597884663852,"You can cancel a PaymentIntent object when it’s in one of these statuses: requires_payment_method, requires_capture, requires_confirmation, requires_action or, in rare cases, processing. After it’s canceled, no additional charges are made by the PaymentIntent and any operations on the PaymentIntent fail with an error. For PaymentIntents with a status of requires_capture, the remaining amount_capturable is automatically refunded. You can’t cancel the PaymentIntent for a Checkout Session. Expire the Checkout Session instead."
PostSetupIntentsIntentCancel,0.16965597884663852,"You can cancel a SetupIntent object when it’s in one of these statuses: requires_payment_method, requires_confirmation, or requires_action. After you cancel it, setup is abandoned and any operations on the SetupIntent fail with an error. You can’t cancel the SetupIntent for a Checkout Session. Expire the Checkout Session instead."
PostIssuingDisputes,0.16827722041664117,Creates an Issuing Dispute object. Individual pieces of evidence within the evidence object are optional at this point. Stripe only validates that required evidence is present during submission. Refer to Dispute reasons and evidence for more details about evidence requirements.
PostIssuingDisputesDisputeSubmit,0.16827722041664117,"Submits an Issuing Dispute to the card network. Stripe validates that all evidence fields required for the dispute’s reason are present. For more details, see Dispute reasons and evidence."
PostTestHelpersIssuingAuthorizations,0.168186695078821,Create a test-mode authorization.
PostTestHelpersIssuingAuthorizationsAuthorizationCapture,0.168186695078821,Capture a test-mode authorization.
GetEntitlementsFeatures,0.16730878087364398,Retrieve a list of features
GetEntitlementsFeaturesId,0.16730878087364398,Retrieves a feature
PostFinancialConnectionsAccountsAccountRefresh,0.1653877186712046,Refreshes the data associated with a Financial Connections Account.
PostLinkedAccountsAccountRefresh,0.1653877186712046,Refreshes the data associated with a Financial Connections Account.
GetFinancialConnectionsAccountsAccountOwners,0.1648900537010094,Lists all owners for a given Account
GetLinkedAccountsAccountOwners,0.1648900537010094,Lists all owners for a given Account
PostInvoicesInvoiceRemoveLines,0.16454942122968896,Removes multiple line items from an invoice. This is only possible when an invoice is still a draft.
GetIssuingPhysicalBundles,0.16265265108449045,"Returns a list of physical bundle objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first."
GetIssuingPhysicalBundlesPhysicalBundle,0.16265265108449045,Retrieves a physical bundle object.
PostCustomersCustomerSubscriptionsSubscriptionExposedId,0.1598411540052742,"Updates an existing subscription on a customer to match the specified parameters. When changing plans or quantities, we will optionally prorate the price we charge next month to make up for any price changes. To preview how the proration will be calculated, use the upcoming invoice endpoint."
