cluster_id,cluster_size,risk_level,http_method,operationId,description,avg_internal_distance,max_internal_distance,nearest_cluster_distance
89,1,LOW,Post,PostAppsSecrets,Create or replace a secret in the secret store.,0.000000,0.000000,0.305859
90,1,LOW,Post,PostAppsSecretsDelete,Deletes a secret from the secret store by name and scope.,0.000000,0.000000,0.271854
91,1,LOW,Get,GetAppsSecretsFind,Finds a secret in the secret store by name and scope.,0.000000,0.000000,0.271854
92,1,LOW,Get,GetBalance,"Retrieves the current account balance, based on the authentication that was used to make the request. For a sample request, see Accounting for negative balances.",0.000000,0.000000,0.378508
93,1,LOW,Get,GetBillingAlerts,Lists billing active and inactive alerts,0.000000,0.000000,0.278592
94,1,LOW,Post,PostBillingAlerts,Creates a billing alert,0.000000,0.000000,0.321975
95,1,LOW,Get,GetBillingAlertsId,Retrieves a billing alert given an ID,0.000000,0.000000,0.278592
96,1,LOW,Post,PostBillingAlertsIdActivate,"Reactivates this alert, allowing it to trigger again.",0.000000,0.000000,0.210138
97,1,LOW,Post,PostBillingAlertsIdArchive,"Archives this alert, removing it from the list view and APIs. This is non-reversible.",0.000000,0.000000,0.346712
98,1,LOW,Post,PostBillingAlertsIdDeactivate,"Deactivates this alert, preventing it from triggering.",0.000000,0.000000,0.210138
99,1,LOW,Get,GetBillingCreditBalanceSummary,Retrieves the credit balance summary for a customer.,0.000000,0.000000,0.315779
100,1,LOW,Post,PostBillingCreditGrantsIdExpire,Expires a credit grant.,0.000000,0.000000,0.209025
101,1,LOW,Post,PostBillingCreditGrantsIdVoid,Voids a credit grant.,0.000000,0.000000,0.192354
102,1,LOW,Post,PostBillingMeterEventAdjustments,Creates a billing meter event adjustment.,0.000000,0.000000,0.170908
103,1,LOW,Get,GetBillingMeters,Retrieve a list of billing meters.,0.000000,0.000000,0.196094
104,1,LOW,Get,GetBillingMetersId,Retrieves a billing meter given an ID.,0.000000,0.000000,0.196094
105,1,LOW,Post,PostBillingMetersId,Updates a billing meter.,0.000000,0.000000,0.233899
106,1,LOW,Post,PostBillingMetersIdDeactivate,"When a meter is deactivated, no more meter events will be accepted for this meter. You can’t attach a deactivated meter to a price.",0.000000,0.000000,0.227964
107,1,LOW,Get,GetBillingMetersIdEventSummaries,Retrieve a list of billing meter event summaries.,0.000000,0.000000,0.287613
108,1,LOW,Post,PostBillingMetersIdReactivate,"When a meter is reactivated, events for this meter can be accepted and you can attach the meter to a price.",0.000000,0.000000,0.227964
109,1,LOW,Post,PostBillingPortalConfigurations,Creates a configuration that describes the functionality and behavior of a PortalSession,0.000000,0.000000,0.227778
110,1,LOW,Post,PostBillingPortalConfigurationsConfiguration,Updates a configuration that describes the functionality of the customer portal.,0.000000,0.000000,0.227778
111,1,LOW,Post,PostBillingPortalSessions,Creates a session of the customer portal.,0.000000,0.000000,0.279418
112,1,LOW,Get,GetCharges,"Returns a list of charges you’ve previously created. The charges are returned in sorted order, with the most recent charges appearing first.",0.000000,0.000000,0.353246
113,1,LOW,Post,PostCharges,This method is no longer recommended—use the Payment Intents API to initiate a new payment instead. Confirmation of the PaymentIntent creates the Charge object used to request payment.,0.000000,0.000000,0.310648
114,1,LOW,Get,GetChargesSearch,"Search for charges you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India.",0.000000,0.000000,0.171039
115,1,LOW,Get,GetChargesCharge,"Retrieves the details of a charge that has previously been created. Supply the unique charge ID that was returned from your previous request, and Stripe will return the corresponding charge information. The same information is returned when creating or refunding the charge.",0.000000,0.000000,0.358223
116,1,LOW,Post,PostChargesCharge,Updates the specified charge by setting the values of the parameters passed. Any parameters not provided will be left unchanged.,0.000000,0.000000,0.364734
117,1,LOW,Post,PostChargesChargeCapture,"Capture the payment of an existing, uncaptured charge that was created with the capture option set to false. Uncaptured payments expire a set number of days after they are created (7 by default), after which they are marked as refunded and capture attempts will fail. Don’t use this method to capture a PaymentIntent-initiated charge. Use Capture a PaymentIntent.",0.000000,0.000000,0.250181
118,1,LOW,Get,GetChargesChargeDispute,Retrieve a dispute for a specified charge.,0.000000,0.000000,0.365387
119,1,LOW,Get,GetChargesChargeRefunds,"You can see a list of the refunds belonging to a specific charge. Note that the 10 most recent refunds are always available by default on the charge object. If you need more than those 10, you can use this API method and the limit and starting_after parameters to page through additional refunds.",0.000000,0.000000,0.209086
120,1,LOW,Get,GetChargesChargeRefundsRefund,Retrieves the details of an existing refund.,0.000000,0.000000,0.180971
121,1,LOW,Post,PostChargesChargeRefundsRefund,Update a specified refund.,0.000000,0.000000,0.323689
122,1,LOW,Get,GetCheckoutSessions,Returns a list of Checkout Sessions.,0.000000,0.000000,0.193166
123,1,LOW,Post,PostCheckoutSessions,Creates a Checkout Session object.,0.000000,0.000000,0.186340
124,1,LOW,Get,GetCheckoutSessionsSession,Retrieves a Checkout Session object.,0.000000,0.000000,0.186340
125,1,LOW,Post,PostCheckoutSessionsSession,Updates a Checkout Session object. Related guide: Dynamically update Checkout,0.000000,0.000000,0.223625
126,1,LOW,Post,PostCheckoutSessionsSessionExpire,"A Checkout Session can be expired when it is in one of these statuses: open After it expires, a customer can’t complete a Checkout Session and customers loading the Checkout Session see a message saying the Checkout Session is expired.",0.000000,0.000000,0.341495
127,1,LOW,Get,GetCheckoutSessionsSessionLineItems,"When retrieving a Checkout Session, there is an includable line_items property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items.",0.000000,0.000000,0.300741
128,1,LOW,Get,GetClimateOrders,"Lists all Climate order objects. The orders are returned sorted by creation date, with the most recently created orders appearing first.",0.000000,0.000000,0.227685
129,1,LOW,Post,PostClimateOrders,Creates a Climate order object for a given Climate product. The order will be processed immediately after creation and payment will be deducted your Stripe balance.,0.000000,0.000000,0.323125
130,1,LOW,Get,GetClimateOrdersOrder,Retrieves the details of a Climate order object with the given ID.,0.000000,0.000000,0.227685
131,1,LOW,Post,PostClimateOrdersOrder,Updates the specified order by setting the values of the parameters passed.,0.000000,0.000000,0.351530
132,1,LOW,Post,PostClimateOrdersOrderCancel,"Cancels a Climate order. You can cancel an order within 24 hours of creation. Stripe refunds the reservation amount_subtotal, but not the amount_fees for user-triggered cancellations. Frontier might cancel reservations if suppliers fail to deliver. If Frontier cancels the reservation, Stripe provides 90 days advance notice and refunds the amount_total.",0.000000,0.000000,0.357615
133,1,LOW,Get,GetClimateProducts,Lists all available Climate product objects.,0.000000,0.000000,0.256822
134,1,LOW,Get,GetClimateProductsProduct,Retrieves the details of a Climate product with the given ID.,0.000000,0.000000,0.278822
135,1,LOW,Get,GetConfirmationTokensConfirmationToken,Retrieves an existing ConfirmationToken object,0.000000,0.000000,0.455749
136,1,LOW,Get,GetCountrySpecs,Lists all Country Spec objects available in the API.,0.000000,0.000000,0.262002
137,1,LOW,Get,GetCountrySpecsCountry,Returns a Country Spec for a given Country code.,0.000000,0.000000,0.262002
138,1,LOW,Get,GetCoupons,Returns a list of your coupons.,0.000000,0.000000,0.343776
139,1,LOW,Post,PostCoupons,"You can create coupons easily via the coupon management page of the Stripe dashboard. Coupon creation is also accessible via the API if you need to create coupons on the fly. A coupon has either a percent_off or an amount_off and currency. If you set an amount_off, that amount will be subtracted from any invoice’s subtotal. For example, an invoice with a subtotal of 100 will have a final total of 0 if a coupon with an amount_off of 200 is applied to it and an invoice with a subtotal of 300 will have a final total of 100 if a coupon with an amount_off of 200 is applied to it.",0.000000,0.000000,0.280408
140,1,LOW,Delete,DeleteCouponsCoupon,"You can delete coupons via the coupon management page of the Stripe dashboard. However, deleting a coupon does not affect any customers who have already applied the coupon; it means that new customers can’t redeem the coupon. You can also delete coupons via the API.",0.000000,0.000000,0.280408
141,1,LOW,Get,GetCouponsCoupon,Retrieves the coupon with the given ID.,0.000000,0.000000,0.376493
142,1,LOW,Post,PostCouponsCoupon,"Updates the metadata of a coupon. Other coupon details (currency, duration, amount_off) are, by design, not editable.",0.000000,0.000000,0.384814
143,1,LOW,Get,GetCreditNotes,Returns a list of credit notes.,0.000000,0.000000,0.294955
144,1,LOW,Post,PostCreditNotes,"Issue a credit note to adjust the amount of a finalized invoice. A credit note will first reduce the invoice’s amount_remaining (and amount_due), but not below zero. This amount is indicated by the credit note’s pre_payment_amount. The excess amount is indicated by post_payment_amount, and it can result in any combination of the following: Refunds: create a new refund (using refund_amount) or link existing refunds (using refunds). Customer balance credit: credit the customer’s balance (using credit_amount) which will be automatically applied to their next invoice when it’s finalized. Outside of Stripe credit: record the amount that is or will be credited outside of Stripe (using out_of_band_amount). The sum of refunds, customer balance credits, and outside of Stripe credits must equal the post_payment_amount. You may issue multiple credit notes for an invoice. Each credit note may increment the invoice’s pre_payment_credit_notes_amount, post_payment_credit_notes_amount, or both, depending on the invoice’s amount_remaining at the time of credit note creation.",0.000000,0.000000,0.415930
145,1,LOW,Get,GetCreditNotesPreview,Get a preview of a credit note without creating it.,0.000000,0.000000,0.295828
146,1,LOW,Get,GetCreditNotesId,Retrieves the credit note object with the given identifier.,0.000000,0.000000,0.294955
147,1,LOW,Post,PostCreditNotesId,Updates an existing credit note.,0.000000,0.000000,0.314572
148,1,LOW,Post,PostCreditNotesIdVoid,Marks a credit note as void. Learn more about voiding credit notes.,0.000000,0.000000,0.314572
149,1,LOW,Post,PostCustomerSessions,Creates a Customer Session object that includes a single-use client secret that you can use on your front-end to grant client-side API access for certain customer resources.,0.000000,0.000000,0.321999
150,1,LOW,Get,GetCustomers,"Returns a list of your customers. The customers are returned sorted by creation date, with the most recent customers appearing first.",0.000000,0.000000,0.316837
151,1,LOW,Post,PostCustomers,Creates a new customer object.,0.000000,0.000000,0.340941
152,1,LOW,Get,GetCustomersSearch,"Search for customers you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India.",0.000000,0.000000,0.152146
153,1,LOW,Delete,DeleteCustomersCustomer,Permanently deletes a customer. It cannot be undone. Also immediately cancels any active subscriptions on the customer.,0.000000,0.000000,0.393462
154,1,LOW,Get,GetCustomersCustomer,Retrieves a Customer object.,0.000000,0.000000,0.305352
155,1,LOW,Post,PostCustomersCustomer,"Updates the specified customer by setting the values of the parameters passed. Any parameters not provided will be left unchanged. For example, if you pass the source parameter, that becomes the customer’s active source (e.g., a card) to be used for all charges in the future. When you update a customer to a new valid card source by passing the source parameter: for each of the customer’s current subscriptions, if the subscription bills automatically and is in the past_due state, then the latest open invoice for the subscription with automatic collection enabled will be retried. This retry will not count as an automatic retry, and will not affect the next regularly scheduled payment for the invoice. Changing the default_source for a customer will not trigger this behavior. This request accepts mostly the same arguments as the customer creation call.",0.000000,0.000000,0.320068
156,1,LOW,Post,PostCustomersCustomerBalanceTransactions,Creates an immutable transaction that updates the customer’s credit balance.,0.000000,0.000000,0.279426
157,1,LOW,Post,PostCustomersCustomerBalanceTransactionsTransaction,"Most credit balance transaction fields are immutable, but you may update its description and metadata.",0.000000,0.000000,0.279426
158,1,LOW,Get,GetCustomersCustomerBankAccounts,"You can see a list of the bank accounts belonging to a Customer. Note that the 10 most recent sources are always available by default on the Customer. If you need more than those 10, you can use this API method and the limit and starting_after parameters to page through additional bank accounts.",0.000000,0.000000,0.195871
159,1,LOW,Delete,DeleteCustomersCustomerBankAccountsId,Delete a specified source for a given customer.,0.000000,0.000000,0.171103
160,1,LOW,Get,GetCustomersCustomerBankAccountsId,"By default, you can see the 10 most recent sources stored on a Customer directly on the object, but you can also retrieve details about a specific bank account stored on the Stripe account.",0.000000,0.000000,0.195871
161,1,LOW,Get,GetCustomersCustomerCards,"You can see a list of the cards belonging to a customer. Note that the 10 most recent sources are always available on the Customer object. If you need more than those 10, you can use this API method and the limit and starting_after parameters to page through additional cards.",0.000000,0.000000,0.205811
162,1,LOW,Delete,DeleteCustomersCustomerCardsId,Delete a specified source for a given customer.,0.000000,0.000000,0.171103
163,1,LOW,Get,GetCustomersCustomerCardsId,You can always see the 10 most recent cards directly on a customer; this method lets you retrieve details about a specific card stored on the customer.,0.000000,0.000000,0.213150
164,1,LOW,Post,PostCustomersCustomerCardsId,Update a specified source for a given customer.,0.000000,0.000000,0.146177
165,1,LOW,Get,GetCustomersCustomerCashBalance,Retrieves a customer’s cash balance.,0.000000,0.000000,0.237913
166,1,LOW,Post,PostCustomersCustomerCashBalance,Changes the settings on a customer’s cash balance.,0.000000,0.000000,0.265674
167,1,LOW,Delete,DeleteCustomersCustomerDiscount,Removes the currently applied discount on a customer.,0.000000,0.000000,0.190481
168,1,LOW,Get,GetCustomersCustomerDiscount,,0.000000,0.000000,0.272707
169,1,LOW,Post,PostCustomersCustomerFundingInstructions,"Retrieve funding instructions for a customer cash balance. If funding instructions do not yet exist for the customer, new funding instructions will be created. If funding instructions have already been created for a given customer, the same funding instructions will be retrieved. In other words, we will return the same funding instructions each time.",0.000000,0.000000,0.432566
170,1,LOW,Get,GetCustomersCustomerPaymentMethods,Returns a list of PaymentMethods for a given Customer,0.000000,0.000000,0.217889
171,1,LOW,Get,GetCustomersCustomerPaymentMethodsPaymentMethod,Retrieves a PaymentMethod object for a given Customer.,0.000000,0.000000,0.217889
172,1,LOW,Delete,DeleteCustomersCustomerSourcesId,Delete a specified source for a given customer.,0.000000,0.000000,0.171409
173,1,LOW,Get,GetCustomersCustomerSubscriptions,"You can see a list of the customer’s active subscriptions. Note that the 10 most recent active subscriptions are always available by default on the customer object. If you need more than those 10, you can use the limit and starting_after parameters to page through additional subscriptions.",0.000000,0.000000,0.309446
174,1,LOW,Post,PostCustomersCustomerSubscriptions,Creates a new subscription on an existing customer.,0.000000,0.000000,0.370224
175,1,LOW,Post,PostCustomersCustomerSubscriptionsSubscriptionExposedId,"Updates an existing subscription on a customer to match the specified parameters. When changing plans or quantities, we will optionally prorate the price we charge next month to make up for any price changes. To preview how the proration will be calculated, use the upcoming invoice endpoint.",0.000000,0.000000,0.159841
176,1,LOW,Get,GetCustomersCustomerSubscriptionsSubscriptionExposedIdDiscount,,0.000000,0.000000,0.229780
177,1,LOW,Get,GetCustomersCustomerTaxIds,Returns a list of tax IDs for a customer.,0.000000,0.000000,0.216113
178,1,LOW,Post,PostCustomersCustomerTaxIds,Creates a new tax_id object for a customer.,0.000000,0.000000,0.197185
179,1,LOW,Get,GetCustomersCustomerTaxIdsId,Retrieves the tax_id object with the given identifier.,0.000000,0.000000,0.213104
180,1,LOW,Get,GetDisputes,Returns a list of your disputes.,0.000000,0.000000,0.311965
181,1,LOW,Get,GetDisputesDispute,Retrieves the dispute with the given ID.,0.000000,0.000000,0.291558
182,1,LOW,Post,PostDisputesDispute,"When you get a dispute, contacting your customer is always the best first step. If that doesn’t work, you can submit evidence to help us resolve the dispute in your favor. You can do this in your dashboard, but if you prefer, you can use the API to submit evidence programmatically. Depending on your dispute type, different evidence fields will give you a better chance of winning your dispute. To figure out which evidence fields to provide, see our guide to dispute types.",0.000000,0.000000,0.334323
183,1,LOW,Post,PostDisputesDisputeClose,"Closing the dispute for a charge indicates that you do not have any evidence to submit and are essentially dismissing the dispute, acknowledging it as lost. The status of the dispute will change from needs_response to lost. Closing a dispute is irreversible.",0.000000,0.000000,0.360940
184,1,LOW,Get,GetEntitlementsActiveEntitlements,Retrieve a list of active entitlements for a customer,0.000000,0.000000,0.198267
185,1,LOW,Get,GetEntitlementsActiveEntitlementsId,Retrieve an active entitlement,0.000000,0.000000,0.198267
186,1,LOW,Get,GetEntitlementsFeatures,Retrieve a list of features,0.000000,0.000000,0.167309
187,1,LOW,Post,PostEntitlementsFeatures,Creates a feature,0.000000,0.000000,0.329607
188,1,LOW,Get,GetEntitlementsFeaturesId,Retrieves a feature,0.000000,0.000000,0.167309
189,1,LOW,Post,PostEntitlementsFeaturesId,Update a feature’s metadata or permanently deactivate it.,0.000000,0.000000,0.329607
190,1,LOW,Post,PostEphemeralKeys,Creates a short-lived API key for a given resource.,0.000000,0.000000,0.305488
191,1,LOW,Delete,DeleteEphemeralKeysKey,Invalidates a short-lived API key for a given resource.,0.000000,0.000000,0.305488
192,1,LOW,Get,GetEvents,"List events, going back up to 30 days. Each event data is rendered according to Stripe API version at its creation time, specified in event object api_version attribute (not according to your current Stripe API version or Stripe-Version header).",0.000000,0.000000,0.398081
193,1,LOW,Get,GetEventsId,"Retrieves the details of an event if it was created in the last 30 days. Supply the unique identifier of the event, which you might have received in a webhook.",0.000000,0.000000,0.398081
194,1,LOW,Get,GetExchangeRates,[Deprecated] The ExchangeRate APIs are deprecated. Please use the FX Quotes API instead. Returns a list of objects that contain the rates at which foreign currencies are converted to one another. Only shows the currencies for which Stripe supports.,0.000000,0.000000,0.236802
195,1,LOW,Get,GetExchangeRatesRateId,[Deprecated] The ExchangeRate APIs are deprecated. Please use the FX Quotes API instead. Retrieves the exchange rates from the given currency to every supported currency.,0.000000,0.000000,0.236802
196,1,LOW,Get,GetFileLinks,Returns a list of file links.,0.000000,0.000000,0.271254
197,1,LOW,Post,PostFileLinks,Creates a new file link object.,0.000000,0.000000,0.295631
198,1,LOW,Get,GetFileLinksLink,Retrieves the file link with the given ID.,0.000000,0.000000,0.271254
199,1,LOW,Post,PostFileLinksLink,Updates an existing file link object. Expired links can no longer be updated.,0.000000,0.000000,0.295631
200,1,LOW,Get,GetFiles,"Returns a list of the files that your account has access to. Stripe sorts and returns the files by their creation dates, placing the most recently created files at the top.",0.000000,0.000000,0.335322
201,1,LOW,Post,PostFiles,"To upload a file to Stripe, you need to send a request of type multipart/form-data. Include the file you want to upload in the request, and the parameters for creating a file. All of Stripe’s officially supported Client libraries support sending multipart/form-data.",0.000000,0.000000,0.440128
202,1,LOW,Get,GetFilesFile,"Retrieves the details of an existing file object. After you supply a unique file ID, Stripe returns the corresponding file object. Learn how to access file contents.",0.000000,0.000000,0.335322
203,1,LOW,Get,GetFinancialConnectionsAccountsAccountOwners,Lists all owners for a given Account,0.000000,0.000000,0.164890
204,1,LOW,Post,PostFinancialConnectionsAccountsAccountRefresh,Refreshes the data associated with a Financial Connections Account.,0.000000,0.000000,0.165388
205,1,LOW,Get,GetFinancialConnectionsTransactions,Returns a list of Financial Connections Transaction objects.,0.000000,0.000000,0.157089
206,1,LOW,Get,GetFinancialConnectionsTransactionsTransaction,Retrieves the details of a Financial Connections Transaction,0.000000,0.000000,0.208886
207,1,LOW,Get,GetForwardingRequests,Lists all ForwardingRequest objects.,0.000000,0.000000,0.172309
208,1,LOW,Post,PostForwardingRequests,Creates a ForwardingRequest object.,0.000000,0.000000,0.293021
209,1,LOW,Get,GetForwardingRequestsId,Retrieves a ForwardingRequest object.,0.000000,0.000000,0.172309
210,1,LOW,Get,GetIdentityVerificationReports,List all verification reports.,0.000000,0.000000,0.229442
211,1,LOW,Get,GetIdentityVerificationReportsReport,Retrieves an existing VerificationReport,0.000000,0.000000,0.229442
212,1,LOW,Get,GetIdentityVerificationSessions,Returns a list of VerificationSessions,0.000000,0.000000,0.308176
213,1,LOW,Post,PostIdentityVerificationSessions,"Creates a VerificationSession object. After the VerificationSession is created, display a verification modal using the session client_secret or send your users to the session’s url. If your API key is in test mode, verification checks won’t actually process, though everything else will occur as if in live mode. Related guide: Verify your users’ identity documents",0.000000,0.000000,0.325220
214,1,LOW,Get,GetIdentityVerificationSessionsSession,"Retrieves the details of a VerificationSession that was previously created. When the session status is requires_input, you can use this method to retrieve a valid client_secret or url to allow re-submission.",0.000000,0.000000,0.308176
215,1,LOW,Post,PostIdentityVerificationSessionsSession,"Updates a VerificationSession object. When the session status is requires_input, you can use this method to update the verification check and options.",0.000000,0.000000,0.323790
216,1,LOW,Post,PostIdentityVerificationSessionsSessionCancel,"A VerificationSession object can be canceled when it is in requires_input status. Once canceled, future submission attempts are disabled. This cannot be undone. Learn more.",0.000000,0.000000,0.323790
217,1,LOW,Post,PostIdentityVerificationSessionsSessionRedact,"Redact a VerificationSession to remove all collected information from Stripe. This will redact the VerificationSession and all objects related to it, including VerificationReports, Events, request logs, etc. A VerificationSession object can be redacted when it is in requires_input or verified status. Redacting a VerificationSession in requires_action state will automatically cancel it. The redaction process may take up to four days. When the redaction process is in progress, the VerificationSession’s redaction.status field will be set to processing; when the process is finished, it will change to redacted and an identity.verification_session.redacted event will be emitted. Redaction is irreversible. Redacted objects are still accessible in the Stripe API, but all the fields that contain personal data will be replaced by the string [redacted] or a similar placeholder. The metadata field will also be erased. Redacted objects cannot be updated or used for any purpose. Learn more.",0.000000,0.000000,0.394903
218,1,LOW,Get,GetInvoicePayments,"When retrieving an invoice, there is an includable payments property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of payments.",0.000000,0.000000,0.288710
219,1,LOW,Get,GetInvoicePaymentsInvoicePayment,Retrieves the invoice payment with the given ID.,0.000000,0.000000,0.224670
220,1,LOW,Get,GetInvoiceRenderingTemplates,"List all templates, ordered by creation date, with the most recently created template appearing first.",0.000000,0.000000,0.301228
221,1,LOW,Get,GetInvoiceRenderingTemplatesTemplate,"Retrieves an invoice rendering template with the given ID. It by default returns the latest version of the template. Optionally, specify a version to see previous versions.",0.000000,0.000000,0.301228
222,1,LOW,Post,PostInvoiceRenderingTemplatesTemplateArchive,"Updates the status of an invoice rendering template to ‘archived’ so no new Stripe objects (customers, invoices, etc.) can reference it. The template can also no longer be updated. However, if the template is already set on a Stripe object, it will continue to be applied on invoices generated by it.",0.000000,0.000000,0.225714
223,1,LOW,Post,PostInvoiceRenderingTemplatesTemplateUnarchive,Unarchive an invoice rendering template so it can be used on new Stripe objects again.,0.000000,0.000000,0.225714
224,1,LOW,Get,GetInvoiceitems,"Returns a list of your invoice items. Invoice items are returned sorted by creation date, with the most recently created invoice items appearing first.",0.000000,0.000000,0.313576
225,1,LOW,Post,PostInvoiceitems,"Creates an item to be added to a draft invoice (up to 250 items per invoice). If no invoice is specified, the item will be on the next invoice created for the customer specified.",0.000000,0.000000,0.338662
226,1,LOW,Delete,DeleteInvoiceitemsInvoiceitem,"Deletes an invoice item, removing it from an invoice. Deleting invoice items is only possible when they’re not attached to invoices, or if it’s attached to a draft invoice.",0.000000,0.000000,0.347122
227,1,LOW,Get,GetInvoiceitemsInvoiceitem,Retrieves the invoice item with the given ID.,0.000000,0.000000,0.209948
228,1,LOW,Post,PostInvoiceitemsInvoiceitem,Updates the amount or description of an invoice item on an upcoming invoice. Updating an invoice item is only possible before the invoice it’s attached to is closed.,0.000000,0.000000,0.282816
229,1,LOW,Get,GetInvoices,"You can list all invoices, or list the invoices for a specific customer. The invoices are returned sorted by creation date, with the most recently created invoices appearing first.",0.000000,0.000000,0.313576
230,1,LOW,Post,PostInvoices,"This endpoint creates a draft invoice for a given customer. The invoice remains a draft until you finalize the invoice, which allows you to pay or send the invoice to your customers.",0.000000,0.000000,0.333242
231,1,LOW,Post,PostInvoicesCreatePreview,"At any time, you can preview the upcoming invoice for a subscription or subscription schedule. This will show you all the charges that are pending, including subscription renewal charges, invoice item charges, etc. It will also show you any discounts that are applicable to the invoice. You can also preview the effects of creating or updating a subscription or subscription schedule, including a preview of any prorations that will take place. To ensure that the actual proration is calculated exactly the same as the previewed proration, you should pass the subscription_details.proration_date parameter when doing the actual subscription update. The recommended way to get only the prorations being previewed on the invoice is to consider line items where parent.subscription_item_details.proration is true. Note that when you are viewing an upcoming invoice, you are simply viewing a preview – the invoice has not yet been created. As such, the upcoming invoice will not show up in invoice listing calls, and you cannot use the API to pay or edit the invoice. If you want to change the amount that your customer will be billed, you can add, remove, or update pending invoice items, or update the customer’s discount. Note: Currency conversion calculations use the latest exchange rates. Exchange rates may vary between the time of the preview and the time of the actual invoice creation. Learn more",0.000000,0.000000,0.420560
232,1,LOW,Delete,DeleteInvoicesInvoice,"Permanently deletes a one-off invoice draft. This cannot be undone. Attempts to delete invoices that are no longer in a draft state will fail; once an invoice has been finalized or if an invoice is for a subscription, it must be voided.",0.000000,0.000000,0.360606
233,1,LOW,Get,GetInvoicesInvoice,Retrieves the invoice with the given ID.,0.000000,0.000000,0.209948
234,1,LOW,Post,PostInvoicesInvoice,"Draft invoices are fully editable. Once an invoice is finalized, monetary values, as well as collection_method, become uneditable. If you would like to stop the Stripe Billing engine from automatically finalizing, reattempting payments on, sending reminders for, or automatically reconciling invoices, pass auto_advance=false.",0.000000,0.000000,0.263099
235,1,LOW,Post,PostInvoicesInvoiceAttachPayment,"Attaches a PaymentIntent or an Out of Band Payment to the invoice, adding it to the list of payments. For the PaymentIntent, when the PaymentIntent’s status changes to succeeded, the payment is credited to the invoice, increasing its amount_paid. When the invoice is fully paid, the invoice’s status becomes paid. If the PaymentIntent’s status is already succeeded when it’s attached, it’s credited to the invoice immediately. See: Partial payments to learn more.",0.000000,0.000000,0.357400
236,1,LOW,Post,PostInvoicesInvoiceFinalize,"Stripe automatically finalizes drafts before sending and attempting payment on invoices. However, if you’d like to finalize a draft invoice manually, you can do so using this method.",0.000000,0.000000,0.263099
237,1,LOW,Get,GetInvoicesInvoiceLines,"When retrieving an invoice, you’ll get a lines property containing the total count of line items and the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items.",0.000000,0.000000,0.262177
238,1,LOW,Post,PostInvoicesInvoiceLinesLineItemId,"Updates an invoice’s line item. Some fields, such as tax_amounts, only live on the invoice line item, so they can only be updated through this endpoint. Other fields, such as amount, live on both the invoice item and the invoice line item, so updates on this endpoint will propagate to the invoice item as well. Updating an invoice’s line item is only possible before the invoice is finalized.",0.000000,0.000000,0.279641
239,1,LOW,Post,PostInvoicesInvoiceMarkUncollectible,Marking an invoice as uncollectible is useful for keeping track of bad debts that can be written off for accounting purposes.,0.000000,0.000000,0.432288
240,1,LOW,Post,PostInvoicesInvoicePay,"Stripe automatically creates and then attempts to collect payment on invoices for customers on subscriptions according to your subscriptions settings. However, if you’d like to attempt payment on an invoice out of the normal collection schedule or for some other reason, you can do so.",0.000000,0.000000,0.221934
241,1,LOW,Post,PostInvoicesInvoiceRemoveLines,Removes multiple line items from an invoice. This is only possible when an invoice is still a draft.,0.000000,0.000000,0.164549
242,1,LOW,Post,PostInvoicesInvoiceSend,"Stripe will automatically send invoices to customers according to your subscriptions settings. However, if you’d like to manually send an invoice to your customer out of the normal schedule, you can do so. When sending invoices that have already been paid, there will be no reference to the payment in the email. Requests made in test-mode result in no emails being sent, despite sending an invoice.sent event.",0.000000,0.000000,0.221934
243,1,LOW,Post,PostInvoicesInvoiceVoid,"Mark a finalized invoice as void. This cannot be undone. Voiding an invoice is similar to deletion, however it only applies to finalized invoices and maintains a papertrail where the invoice can still be found. Consult with local regulations to determine whether and how an invoice might be amended, canceled, or voided in the jurisdiction you’re doing business in. You might need to issue another invoice or credit note instead. Stripe recommends that you consult with your legal counsel for advice specific to your business.",0.000000,0.000000,0.328572
244,1,LOW,Get,GetIssuingAuthorizations,"Returns a list of Issuing Authorization objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first.",0.000000,0.000000,0.223325
245,1,LOW,Get,GetIssuingAuthorizationsAuthorization,Retrieves an Issuing Authorization object.,0.000000,0.000000,0.223325
246,1,LOW,Post,PostIssuingAuthorizationsAuthorization,Updates the specified Issuing Authorization object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.,0.000000,0.000000,0.246862
247,1,LOW,Get,GetIssuingDisputes,"Returns a list of Issuing Dispute objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first.",0.000000,0.000000,0.199957
248,1,LOW,Post,PostIssuingDisputes,Creates an Issuing Dispute object. Individual pieces of evidence within the evidence object are optional at this point. Stripe only validates that required evidence is present during submission. Refer to Dispute reasons and evidence for more details about evidence requirements.,0.000000,0.000000,0.168277
